Date,Rate,Category
4/1/2010 17:46,245,TOBACCO
4/1/2010 17:46,245,TOBACCO
4/1/2010 17:55,245,TOBACCO
4/1/2010 18:05,350,TOBACCO
4/1/2010 18:09,350,TOBACCO
4/1/2010 18:12,225,TOBACCO
4/1/2010 18:17,350,TOBACCO
4/1/2010 18:29,375,TOBACCO
4/1/2010 18:57,375,TOBACCO
4/1/2010 18:58,225,TOBACCO
4/1/2010 18:58,245,TOBACCO
4/1/2010 19:15,295,TOBACCO
4/1/2010 19:27,350,TOBACCO
4/1/2010 19:29,375,TOBACCO
4/1/2010 19:31,350,TOBACCO
4/1/2010 19:37,245,TOBACCO
4/1/2010 19:42,350,TOBACCO
4/1/2010 19:42,350,TOBACCO
4/1/2010 19:45,350,TOBACCO
4/1/2010 19:53,245,TOBACCO
4/1/2010 20:09,375,TOBACCO
4/1/2010 20:12,375,TOBACCO
4/1/2010 20:21,245,TOBACCO
4/1/2010 20:40,225,TOBACCO
4/1/2010 21:09,245,TOBACCO
4/1/2010 21:19,245,TOBACCO
4/1/2010 21:19,375,TOBACCO
4/1/2010 21:26,225,TOBACCO
4/1/2010 21:28,225,TOBACCO
4/1/2010 21:54,350,TOBACCO
4/1/2010 22:05,350,TOBACCO
4/1/2010 22:10,245,TOBACCO
4/1/2010 22:32,245,TOBACCO
4/1/2010 22:33,225,TOBACCO
4/1/2010 22:34,375,TOBACCO
4/1/2010 22:52,225,TOBACCO
4/1/2010 23:11,350,TOBACCO
4/1/2010 23:28,375,TOBACCO
4/1/2010 23:33,225,TOBACCO
4/1/2010 23:45,375,TOBACCO
4/1/2010 23:49,225,TOBACCO
4/1/2010 12:05,245,TOBACCO
4/1/2010 0:08,350,TOBACCO
4/1/2010 0:15,225,TOBACCO
4/1/2010 0:15,245,TOBACCO
4/1/2010 12:19,245,TOBACCO
4/1/2010 0:22,225,TOBACCO
4/1/2010 0:24,375,TOBACCO
4/1/2010 12:28,245,TOBACCO
4/1/2010 0:38,225,TOBACCO
4/1/2010 0:55,295,TOBACCO
4/1/2010 0:57,375,TOBACCO
6/6/2010 19:28,70,MISC
5/14/2010 13:57,70,MISC
5/15/2010 1:19,70,MISC
5/16/2010 21:52,70,MISC
5/17/2010 18:01,70,MISC
5/28/2010 17:06,70,MISC
4/11/2010 22:05,900,WINES
6/27/2010 19:54,900,WINES
4/1/2010 18:29,175,WINES
4/3/2010 15:23,175,WINES
4/3/2010 19:06,175,WINES
4/4/2010 19:19,175,WINES
4/7/2010 20:58,175,WINES
4/8/2010 23:41,175,WINES
4/9/2010 1:07,175,WINES
4/9/2010 0:30,175,WINES
4/15/2010 1:12,175,WINES
4/15/2010 0:04,175,WINES
4/23/2010 20:06,175,WINES
4/3/2010 19:06,200,WINES
4/3/2010 21:16,200,WINES
4/4/2010 21:47,200,WINES
4/6/2010 20:00,200,WINES
4/6/2010 21:07,200,WINES
4/7/2010 20:25,200,WINES
4/7/2010 20:58,200,WINES
4/21/2010 1:12,200,WINES
4/25/2010 15:40,200,WINES
9/12/2010 13:30,225,LIQUOR
9/12/2010 17:44,225,LIQUOR
9/12/2010 18:53,225,LIQUOR
9/12/2010 19:14,225,LIQUOR
9/13/2010 20:28,225,LIQUOR
9/14/2010 1:07,225,LIQUOR
9/15/2010 16:22,225,LIQUOR
9/15/2010 20:02,225,LIQUOR
5/1/2010 1:06,45,BEVERAGE
5/1/2010 1:08,185,BEVERAGE
5/1/2010 1:08,50,BEVERAGE
5/1/2010 1:08,75,BEVERAGE
5/1/2010 1:08,85,BEVERAGE
5/1/2010 1:08,70,BEVERAGE
5/1/2010 1:08,95,BEVERAGE
5/1/2010 1:18,125,BEVERAGE
5/1/2010 1:18,165,BEVERAGE
5/1/2010 1:19,85,BEVERAGE
5/1/2010 1:19,115,BEVERAGE
5/1/2010 1:30,85,BEVERAGE
5/1/2010 1:30,95,BEVERAGE
5/1/2010 13:36,35,BEVERAGE
5/1/2010 13:36,85,BEVERAGE
5/1/2010 13:54,60,BEVERAGE
5/1/2010 14:12,60,BEVERAGE
5/1/2010 14:39,50,BEVERAGE
5/1/2010 15:01,85,BEVERAGE
5/1/2010 15:28,85,BEVERAGE
5/1/2010 15:28,95,BEVERAGE
5/1/2010 15:31,85,BEVERAGE
5/1/2010 15:39,40,BEVERAGE
5/1/2010 15:49,25,BEVERAGE
5/1/2010 15:49,70,BEVERAGE
5/1/2010 15:59,85,BEVERAGE
5/1/2010 15:59,85,BEVERAGE
5/1/2010 15:59,95,BEVERAGE
5/1/2010 16:00,50,BEVERAGE
5/1/2010 16:06,85,BEVERAGE
5/1/2010 16:06,85,BEVERAGE
5/1/2010 16:07,85,BEVERAGE
5/1/2010 16:08,85,BEVERAGE
5/1/2010 16:11,60,BEVERAGE
5/1/2010 16:15,95,BEVERAGE
5/1/2010 16:30,50,BEVERAGE
5/1/2010 16:55,85,BEVERAGE
5/1/2010 17:00,60,BEVERAGE
5/1/2010 17:00,95,BEVERAGE
5/1/2010 17:00,85,BEVERAGE
5/1/2010 17:07,85,BEVERAGE
5/1/2010 17:08,50,BEVERAGE
5/1/2010 17:09,85,BEVERAGE
5/1/2010 17:12,125,BEVERAGE
5/1/2010 17:25,85,BEVERAGE
5/1/2010 17:44,85,BEVERAGE
5/1/2010 17:44,85,BEVERAGE
5/1/2010 18:11,85,BEVERAGE
5/1/2010 18:14,110,BEVERAGE
5/1/2010 18:21,45,BEVERAGE
5/1/2010 18:23,85,BEVERAGE
5/1/2010 18:25,60,BEVERAGE
5/1/2010 18:32,25,BEVERAGE
5/1/2010 18:32,45,BEVERAGE
5/1/2010 18:32,70,BEVERAGE
5/1/2010 18:32,75,BEVERAGE
5/1/2010 18:32,95,BEVERAGE
5/1/2010 18:33,70,BEVERAGE
5/1/2010 18:39,45,BEVERAGE
5/1/2010 18:39,95,BEVERAGE
5/1/2010 18:39,95,BEVERAGE
5/1/2010 18:42,60,BEVERAGE
5/1/2010 18:48,40,BEVERAGE
5/1/2010 18:58,40,BEVERAGE
5/1/2010 19:09,40,BEVERAGE
5/1/2010 19:09,50,BEVERAGE
5/1/2010 19:15,45,BEVERAGE
5/1/2010 19:15,60,BEVERAGE
5/1/2010 19:27,85,BEVERAGE
5/1/2010 19:44,95,BEVERAGE
5/1/2010 20:22,85,BEVERAGE
5/1/2010 20:24,95,BEVERAGE
5/1/2010 20:30,50,BEVERAGE
5/1/2010 20:33,75,BEVERAGE
5/1/2010 20:33,85,BEVERAGE
5/1/2010 20:33,95,BEVERAGE
5/1/2010 20:33,60,BEVERAGE
5/1/2010 20:34,85,BEVERAGE
5/1/2010 20:39,95,BEVERAGE
5/1/2010 20:44,40,BEVERAGE
5/1/2010 20:44,60,BEVERAGE
5/1/2010 20:44,85,BEVERAGE
5/1/2010 20:44,85,BEVERAGE
5/1/2010 20:44,50,BEVERAGE
5/1/2010 20:52,85,BEVERAGE
5/1/2010 20:52,95,BEVERAGE
5/1/2010 21:08,50,BEVERAGE
5/1/2010 21:08,85,BEVERAGE
5/1/2010 21:12,40,BEVERAGE
5/1/2010 21:12,85,BEVERAGE
5/1/2010 21:14,95,BEVERAGE
5/1/2010 21:18,165,BEVERAGE
5/1/2010 21:19,50,BEVERAGE
5/1/2010 21:19,50,BEVERAGE
5/1/2010 21:28,85,BEVERAGE
5/1/2010 21:32,85,BEVERAGE
5/1/2010 21:32,85,BEVERAGE
5/1/2010 21:45,85,BEVERAGE
5/1/2010 21:45,95,BEVERAGE
5/1/2010 21:45,50,BEVERAGE
5/1/2010 21:45,85,BEVERAGE
5/1/2010 21:50,40,BEVERAGE
5/1/2010 21:57,85,BEVERAGE
5/1/2010 21:57,40,BEVERAGE
5/1/2010 21:57,85,BEVERAGE
5/1/2010 22:00,50,BEVERAGE
5/1/2010 22:08,50,BEVERAGE
5/1/2010 22:12,40,BEVERAGE
5/1/2010 22:23,50,BEVERAGE
5/1/2010 22:30,60,BEVERAGE
5/1/2010 22:42,25,BEVERAGE
5/1/2010 22:42,70,BEVERAGE
5/1/2010 22:43,50,BEVERAGE
5/1/2010 22:43,60,BEVERAGE
5/1/2010 22:50,85,BEVERAGE
5/1/2010 22:55,95,BEVERAGE
5/1/2010 23:04,85,BEVERAGE
5/1/2010 11:05,25,BEVERAGE
5/1/2010 11:05,60,BEVERAGE
5/1/2010 23:09,85,BEVERAGE
5/1/2010 23:25,35,BEVERAGE
5/1/2010 23:30,95,BEVERAGE
5/1/2010 23:30,110,BEVERAGE
5/1/2010 23:43,85,BEVERAGE
5/1/2010 23:43,85,BEVERAGE
5/1/2010 23:54,60,BEVERAGE
5/1/2010 23:59,85,BEVERAGE
5/1/2010 23:59,95,BEVERAGE
5/1/2010 12:02,50,BEVERAGE
5/1/2010 0:03,85,BEVERAGE
5/1/2010 0:03,85,BEVERAGE
5/1/2010 0:05,50,BEVERAGE
5/1/2010 0:06,85,BEVERAGE
5/1/2010 0:08,60,BEVERAGE
5/1/2010 0:23,50,BEVERAGE
5/1/2010 0:24,85,BEVERAGE
5/1/2010 0:29,85,BEVERAGE
5/1/2010 0:32,25,BEVERAGE
5/1/2010 0:32,40,BEVERAGE
5/1/2010 0:32,70,BEVERAGE
5/1/2010 0:33,50,BEVERAGE
5/1/2010 0:33,60,BEVERAGE
5/1/2010 0:33,85,BEVERAGE
5/1/2010 0:40,125,BEVERAGE
5/1/2010 12:54,85,BEVERAGE
5/1/2010 1:02,105,FOOD
5/1/2010 1:02,180,FOOD
5/1/2010 1:08,135,FOOD
5/1/2010 1:08,110,FOOD
5/1/2010 1:08,160,FOOD
5/1/2010 1:08,105,FOOD
5/1/2010 1:08,180,FOOD
5/1/2010 1:08,140,FOOD
5/1/2010 1:08,150,FOOD
5/1/2010 1:18,135,FOOD
5/1/2010 1:18,175,FOOD
5/1/2010 1:26,135,FOOD
5/1/2010 1:26,140,FOOD
5/1/2010 1:30,105,FOOD
5/1/2010 1:30,155,FOOD
5/1/2010 1:30,160,FOOD
5/1/2010 1:31,160,FOOD
5/1/2010 13:33,105,FOOD
5/1/2010 13:33,105,FOOD
5/1/2010 13:50,135,FOOD
5/1/2010 13:50,175,FOOD
5/1/2010 14:17,105,FOOD
5/1/2010 14:39,115,FOOD
5/1/2010 14:39,115,FOOD
5/1/2010 15:01,125,FOOD
5/1/2010 15:09,175,FOOD
5/1/2010 15:22,60,FOOD
5/1/2010 15:31,105,FOOD
5/1/2010 15:31,115,FOOD
5/1/2010 15:49,110,FOOD
5/1/2010 15:50,145,FOOD
5/1/2010 15:59,105,FOOD
5/1/2010 15:59,115,FOOD
5/1/2010 16:01,145,FOOD
5/1/2010 16:07,105,FOOD
5/1/2010 16:07,135,FOOD
5/1/2010 16:07,155,FOOD
5/1/2010 16:08,160,FOOD
5/1/2010 16:14,55,FOOD
5/1/2010 16:15,140,FOOD
5/1/2010 16:43,105,FOOD
5/1/2010 16:43,145,FOOD
5/1/2010 16:44,160,FOOD
5/1/2010 16:50,160,FOOD
5/1/2010 16:50,125,FOOD
5/1/2010 16:50,175,FOOD
5/1/2010 16:55,105,FOOD
5/1/2010 16:55,130,FOOD
5/1/2010 17:00,55,FOOD
5/1/2010 17:00,145,FOOD
5/1/2010 17:00,160,FOOD
5/1/2010 17:07,105,FOOD
5/1/2010 17:08,175,FOOD
5/1/2010 17:08,180,FOOD
5/1/2010 17:12,105,FOOD
5/1/2010 17:12,105,FOOD
5/1/2010 17:12,110,FOOD
5/1/2010 17:12,175,FOOD
5/1/2010 17:25,140,FOOD
5/1/2010 17:38,160,FOOD
5/1/2010 17:45,125,FOOD
5/1/2010 17:51,115,FOOD
5/1/2010 17:56,160,FOOD
5/1/2010 17:59,160,FOOD
5/1/2010 17:59,110,FOOD
5/1/2010 18:03,135,FOOD
5/1/2010 18:03,175,FOOD
5/1/2010 18:07,125,FOOD
5/1/2010 18:11,105,FOOD
5/1/2010 18:11,110,FOOD
5/1/2010 18:14,160,FOOD
5/1/2010 18:14,125,FOOD
5/1/2010 18:14,110,FOOD
5/1/2010 18:21,135,FOOD
5/1/2010 18:23,105,FOOD
5/1/2010 18:23,145,FOOD
5/1/2010 18:25,65,FOOD
5/1/2010 18:25,110,FOOD
5/1/2010 18:29,115,FOOD
5/1/2010 18:29,135,FOOD
5/1/2010 18:29,135,FOOD
5/1/2010 18:32,260,FOOD
5/1/2010 18:37,125,FOOD
5/1/2010 18:39,115,FOOD
5/1/2010 18:39,145,FOOD
5/1/2010 18:48,125,FOOD
5/1/2010 18:48,110,FOOD
5/1/2010 18:58,135,FOOD
5/1/2010 18:58,135,FOOD
5/1/2010 19:02,125,FOOD
5/1/2010 19:09,60,FOOD
5/1/2010 19:09,105,FOOD
5/1/2010 19:09,105,FOOD
5/1/2010 19:09,105,FOOD
5/1/2010 19:09,110,FOOD
5/1/2010 19:09,110,FOOD
5/1/2010 19:09,125,FOOD
5/1/2010 19:09,135,FOOD
5/1/2010 19:09,105,FOOD
5/1/2010 19:17,110,FOOD
5/1/2010 19:17,125,FOOD
5/1/2010 19:27,105,FOOD
5/1/2010 19:44,105,FOOD
5/1/2010 19:44,105,FOOD
5/1/2010 19:44,135,FOOD
5/1/2010 19:44,175,FOOD
5/1/2010 19:44,180,FOOD
5/1/2010 19:54,110,FOOD
5/1/2010 19:54,135,FOOD
5/1/2010 19:54,135,FOOD
5/1/2010 19:55,135,FOOD
5/1/2010 20:06,135,FOOD
5/1/2010 20:06,180,FOOD
5/1/2010 20:13,125,FOOD
5/1/2010 20:13,125,FOOD
5/1/2010 20:22,125,FOOD
5/1/2010 20:22,135,FOOD
5/1/2010 20:30,160,FOOD
5/1/2010 20:31,125,FOOD
5/1/2010 20:31,180,FOOD
5/1/2010 20:33,110,FOOD
5/1/2010 20:39,105,FOOD
5/1/2010 20:39,130,FOOD
5/1/2010 20:39,160,FOOD
5/1/2010 20:39,165,FOOD
5/1/2010 20:39,110,FOOD
5/1/2010 20:44,180,FOOD
5/1/2010 20:44,140,FOOD
5/1/2010 20:48,105,FOOD
5/1/2010 20:52,180,FOOD
5/1/2010 21:08,135,FOOD
5/1/2010 21:12,115,FOOD
5/1/2010 21:12,135,FOOD
5/1/2010 21:14,55,FOOD
5/1/2010 21:14,135,FOOD
5/1/2010 21:17,65,FOOD
5/1/2010 21:32,130,FOOD
5/1/2010 21:45,180,FOOD
5/1/2010 21:45,105,FOOD
5/1/2010 21:45,125,FOOD
5/1/2010 21:45,140,FOOD
5/1/2010 21:45,115,FOOD
5/1/2010 21:55,110,FOOD
5/1/2010 21:57,110,FOOD
5/1/2010 22:00,150,FOOD
5/1/2010 22:08,160,FOOD
5/1/2010 22:12,105,FOOD
5/1/2010 22:12,180,FOOD
5/1/2010 22:23,110,FOOD
5/1/2010 22:23,135,FOOD
5/1/2010 22:25,65,FOOD
5/1/2010 22:25,145,FOOD
5/1/2010 22:25,160,FOOD
5/1/2010 22:27,110,FOOD
5/1/2010 22:27,135,FOOD
5/1/2010 22:27,125,FOOD
5/1/2010 22:30,160,FOOD
5/1/2010 22:40,175,FOOD
5/1/2010 22:40,260,FOOD
5/1/2010 22:40,135,FOOD
5/1/2010 22:42,110,FOOD
5/1/2010 22:43,105,FOOD
5/1/2010 22:47,105,FOOD
5/1/2010 22:47,105,FOOD
5/1/2010 23:01,240,FOOD
5/1/2010 23:04,160,FOOD
5/1/2010 11:05,115,FOOD
5/1/2010 11:05,130,FOOD
5/1/2010 23:07,125,FOOD
5/1/2010 23:11,65,FOOD
5/1/2010 23:11,115,FOOD
5/1/2010 23:11,160,FOOD
5/1/2010 23:11,125,FOOD
5/1/2010 23:25,145,FOOD
5/1/2010 23:43,110,FOOD
5/1/2010 23:54,105,FOOD
5/1/2010 23:54,110,FOOD
5/1/2010 23:59,160,FOOD
5/1/2010 23:59,180,FOOD
5/1/2010 23:59,260,FOOD
5/1/2010 12:02,135,FOOD
5/1/2010 0:03,105,FOOD
5/1/2010 0:03,125,FOOD
5/1/2010 0:03,165,FOOD
5/1/2010 0:05,105,FOOD
5/1/2010 0:05,160,FOOD
5/1/2010 0:06,110,FOOD
5/1/2010 0:06,180,FOOD
5/1/2010 0:17,240,FOOD
5/1/2010 12:24,115,FOOD
